customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,City,SignupDate,Churn
CUST-1752,Male,0,Yes,No,35.0,no,,DSL,Month-to-month,Yes,Credit card,45.82,1612.83,Bengaluru,07-02-2022,No
CUST-2015,Male,nan,yes,No,8.0,Yes,Yes,,Month-to-month,Yes,Bank transfer,80.32,661.05,,16-07-2023,yes
CUST-1804,Male,0,Yes,,31.0,yes,No,No,Two year,no,Credit card,76.33,2214.96,Delhi,22-05-2022,Yes
CUST-1388,Male,1,No,No,29.0,No,Yes,DSL,Month-to-month,YES,,41.74,1175.9,Hyderabad,13-02-2020,No
CUST-1022,,1,No,Y,47.0,No,No,DSL,Month-to-month,No,Electronic check,40.37,1826.08,Hyderabad,13-02-2018,0
CUST-1771,male,1,yes,No,63.0,No,No,DSL,,YES,Mailed check,20.09,1187.97,Hyderabad,17-03-2022,No
CUST-1408,Male,0,yes,No,26.0,Yes,No phone service,No,Two year,Yes,Credit card,56.17,1405.82,,24-03-2020,NO
CUST-2086,FEMALE,1,yes,No,45.0,Yes,No phone service,,Two year,YES,Mailed check,68.13,2976.61,MUMBAI,05-12-2023,yes
CUST-1785,Female,0,Yes,,20.0,yes,No,DSL,Month-to-month,Yes,Mailed check,69.72,1334.73,Delhi,14-04-2022,No
CUST-2064,Female,1,No,Y,48.0,Yes,No,Fiber optic,Two year,No,Electronic check,69.7,3400.29,bengaluru,22-10-2023,No
CUST-1459,male,1,Yes,Yes,19.0,Yes,No phone service,DSL,One year,No,,61.22,1166.19,Bengaluru,03-07-2020,No
CUST-1743,Male,nan,Yes,,29.0,Yes,No phone service,No,Month-to-month,Yes,Credit card,32.84,959.26,,20-01-2022,No
CUST-2054,Female,0,Yes,N,47.0,No,No,DSL,Month-to-month,Yes, Electronic check,79.96,3602.12,MUMBAI,02-10-2023,NO
CUST-1209,Female,nan,,No,9.0,no,No phone service,dsl,One year,No,Electronic check,75.55,751.97,Hyderabad,21-02-2019,No
CUST-1920,Male,0,Yes,Yes,58.0,No,No phone service,DSL,Two year,No,Credit card,67.6,3674.01,bengaluru,08-01-2023,Yes
CUST-1142, Male,1,yes,Yes,67.0,no,No,DSL,,YES, Electronic check,30.74,1911.15,Delhi,10-10-2018,NO
CUST-1050,Male,0,No,Yes,18.0,yes,,Fiber optic,month-to-month,Yes,Credit card,50.97,931.05,Delhi,10-04-2018,0
CUST-1351,Male,0,No,Yes,13.0,No,No,dsl,Month-to-month,Yes,Credit card,56.36,759.13,Chennai,01-12-2019,No
CUST-1166,FEMALE,0,Yes,No,52.0,No,No,,Month-to-month,No,Credit card,77.5,3965.51,Hyderabad,27-11-2018,No
CUST-1754,male,1,No,N,34.0,No,No phone service,DSL,Month-to-month,Yes,Credit card,48.71,1630.36,Delhi,11-02-2022,No
CUST-1917,Male,0,yes,Yes,1.0,No,No,No,Month-to-month,No,Electronic check,51.21,50.66,Delhi,02-01-2023,No
CUST-1081,Female,0,Yes,N,2.0,Yes,No,No,Two year,No,Credit card,70.12,135.84,Hyderabad,11-06-2018,yes
CUST-1511, Male,0,Yes,Yes,63.0,Yes,Yes,dsl,Two year,YES,Credit card,88.56,5534.87,Chennai,15-10-2020,No
CUST-1321,Female,0,No,No,72.0,Yes,Yes,dsl,Two year,no,Mailed check,69.1,4749.87,Bengaluru,02-10-2019,Yes
CUST-1835,male,0,yes,Yes,36.0,yes,No phone service,DSL,,No,Mailed check,51.41,1899.75,,22-07-2022,No
CUST-2067,male,1,NO,No,18.0,Yes,No,dsl,Two year,Yes,Electronic check,81.8,1470.5,Hyderabad,28-10-2023,Yes
CUST-1526,,1,NO,No,11.0,No,No,Fiber optic,One year,YES,Credit card,91.51,984.1,MUMBAI,14-11-2020,No
CUST-1066,Female,1,NO,Y,7.0,No,No,dsl,month-to-month,YES,,26.51,205.36,Hyderabad,12-05-2018,NO
CUST-1334,Male,0,,No,15.0,Yes,No,DSL,,No,,53.48,831.11,Bengaluru,28-10-2019,1
CUST-1503,Female,1,NO,Yes,58.0,No,No,Fiber optic,month-to-month,no, Electronic check,59.7,3180.25,Bengaluru,29-09-2020,1
CUST-1801,Female,0,No,Y,31.0,yes,Yes,,month-to-month,Yes,,73.06,2193.48,Mumbai,16-05-2022,No
CUST-1289,Male,0,yes,No,25.0,No,Yes,Fiber optic,One year,Yes,Mailed check,34.72,968.34,Mumbai,30-07-2019,Yes
CUST-1894,FEMALE,0,No,No,8.0,Yes,,DSL,One year,No,Bank transfer,37.3,279.05,MUMBAI,17-11-2022,Yes
CUST-1395,Female,0,,No,13.0,No,No,dsl,Two year,No, Electronic check,66.99, ,Mumbai,27-02-2020,NO
CUST-1651, Male,0,No,,24.0,No,No,No,Month-to-month,No, Electronic check,69.46,1783.55,MUMBAI,21-07-2021,No
CUST-1283,Male,nan,No,Y,2.0,No,No phone service,No,Two year,YES,Credit card,64.57,130.2,Mumbai,18-07-2019,1
CUST-1417,FEMALE,nan,NO,N,7.0,Yes,No phone service,No,Month-to-month,No,Mailed check,134.24,962.73,Mumbai,10-04-2020,Yes
CUST-1857, Male,0,Yes,Yes,57.0,No,No,Fiber optic,Two year,Yes,Electronic check,72.31,3826.62,Mumbai,04-09-2022,No
CUST-1567,Male,0,yes,No,53.0,Yes,No,dsl,One year,No,Mailed check,95.39,5438.59,,03-02-2021,No
CUST-1361,Male,0,yes,,49.0,No,No,DSL,Month-to-month,YES,Electronic check,91.22,4153.61,Mumbai,21-12-2019,0
CUST-1623,Female,0,,,17.0,No,Yes,DSL,Month-to-month,Yes,Mailed check,79.67,1337.88,Mumbai,26-05-2021,NO
CUST-1064,male,0,No,No,58.0,Yes,No phone service,Fiber optic,,no,,94.03,5161.71,bengaluru,08-05-2018,No
CUST-1790,Male,0,NO,Yes,17.0,No,Yes,dsl,month-to-month,Yes,Electronic check,103.69,1901.92,Delhi,24-04-2022,Yes
CUST-1782,Female,1,Yes,Y,59.0,Yes,No,DSL,Two year,YES,Electronic check,64.56,4046.96,Chennai,08-04-2022,No
CUST-1264, Male,0,Yes,,44.0,No,No phone service,DSL,Two year,YES,Mailed check,18.82,866.37,Bengaluru,11-06-2019,1
CUST-1926,Male,1,No,No,68.0,No,Yes,,Month-to-month,No,Credit card,58.57,4172.47,Mumbai,20-01-2023,yes
CUST-1655,Female,0,,No,18.0,No,No,DSL,Month-to-month,No,Mailed check,95.64,1736.0,Mumbai,29-07-2021,No
CUST-1733,Female,0,NO,No,48.0,Yes,,Fiber optic,month-to-month,Yes,Credit card,68.01,3184.91,Bengaluru,31-12-2021,No
CUST-1020,FEMALE,0,No,Yes,35.0,No,,Fiber optic,Two year,No,Bank transfer,59.16,1932.79,Hyderabad,09-02-2018,No
CUST-1065,Female,1,Yes,No,60.0,Yes,No phone service,Fiber optic,month-to-month,Yes,Electronic check,77.61,4640.42,Chennai,10-05-2018,No
CUST-1929,FEMALE,0,,No,48.0,No,,,Two year,YES,Credit card,91.59,4019.26,bengaluru,26-01-2023,NO
CUST-1541,Female,0,NO,No,11.0,Yes,No,DSL,,Yes,Credit card,70.74,748.74,Hyderabad,14-12-2020,NO
CUST-2060,,1,Yes,Yes,38.0,Yes,No,DSL,Month-to-month,YES,Bank transfer,88.76,3591.13,,14-10-2023,Yes
CUST-1296,,0,No,N,9.0,no,No,Fiber optic,One year,no,Electronic check,76.95,627.6,Mumbai,13-08-2019,No
CUST-2044,Male,0,Yes,Y,53.0,Yes,No,DSL,Two year,Yes,Bank transfer,15.0,788.02,Chennai,12-09-2023,No
CUST-1419, Male,0,,No,71.0,No,Yes,,One year,YES,Electronic check,95.46,6229.84,Hyderabad,14-04-2020,No
CUST-2028,FEMALE,0,yes,N,63.0,Yes,No phone service,DSL,Month-to-month,Yes,Electronic check,69.44,4627.34,Bengaluru,11-08-2023,Yes
CUST-1815, Male,0,yes,No,43.0,No,No,dsl,One year,YES,,50.84,2032.81,Delhi,13-06-2022,No
CUST-2018,Male,0,Yes,N,33.0,Yes,Yes,Fiber optic,Month-to-month,Yes, Electronic check,71.92,2376.08,MUMBAI,22-07-2023,Yes
CUST-1261,FEMALE,1,yes,No,-3.0,Yes,No phone service,Fiber optic,One year,No,Credit card,64.88,-179.22,Mumbai,05-06-2019,1
CUST-1307,male,0,,Yes,49.0,No,Yes,DSL,One year,Yes,,35.76,1622.02,MUMBAI,04-09-2019,No
CUST-1442,FEMALE,1,No,N,47.0,no,No,DSL,Month-to-month,No, Electronic check,92.16,4743.76,Mumbai,30-05-2020,No
CUST-1795,Female,0,No,No,34.0,no,No,dsl,Month-to-month,No,Bank transfer,51.47,1723.27,Mumbai,04-05-2022,No
CUST-1610,Female,0,Yes,No,61.0,no,No,DSL,Month-to-month,Yes,Electronic check,53.17,3287.88,Chennai,30-04-2021,No
CUST-1491,male,0,No,No,72.0,No,No phone service,,Two year,YES,Electronic check,65.1,4132.25,,05-09-2020,yes
CUST-1768,Male,0,No,,29.0,Yes,Yes,dsl,month-to-month,Yes,Mailed check,85.46,2477.23,Bengaluru,11-03-2022,NO
CUST-1557,Female,1,yes,No,5.0,No,No,,One year,No,Mailed check,108.16,531.51,bengaluru,14-01-2021,No
CUST-1865, Male,0,No,Yes,49.0,yes,,fiber optic,Month-to-month,no,Mailed check,57.02,2909.76,Bengaluru,20-09-2022,No
CUST-2004,male,0,,Yes,65.0,Yes,No,No,One year,No,Electronic check,65.36, ,Bengaluru,24-06-2023,No
CUST-1188,FEMALE,0,yes,Yes,0.0,Yes,Yes,Fiber optic,Month-to-month,Yes,,116.58,0.0,Hyderabad,10-01-2019,0
CUST-1778,FEMALE,0,yes,Yes,9.0,No,No,DSL,Month-to-month,Yes,Electronic check,43.16,380.97,MUMBAI,31-03-2022,No
CUST-1251, Male,1,yes,No,40.0,Yes,No,Fiber optic,,YES,Mailed check,86.25,3350.35,Delhi,16-05-2019,Yes
CUST-1071,Female,0,yes,Yes,41.0,No,Yes,,Month-to-month,Yes,Electronic check,52.95,2188.44,Bengaluru,22-05-2018,No
CUST-1101,male,0,NO,N,61.0,Yes,Yes,DSL,One year,No,,109.19,6622.02,bengaluru,21-07-2018,0
CUST-1199,Female,1,No,N,56.0,yes,No,fiber optic,month-to-month,YES,Bank transfer,81.13,4159.23,Delhi,01-02-2019,No
CUST-1578, Male,1,Yes,Yes,56.0,no,Yes,No,Month-to-month,Yes,Electronic check,50.95,2978.27,Mumbai,25-02-2021,Yes
CUST-1510,Male,0,,No,57.0,no,Yes,Fiber optic,One year,No,Mailed check,74.37,3814.3,Chennai,13-10-2020,Yes
CUST-1523,male,0,No,Yes,66.0,No,Yes,No,month-to-month,YES, Electronic check,95.07,6378.15,Chennai,08-11-2020,No
CUST-1907,Male,0,yes,Yes,9.0,yes,No,,Month-to-month,Yes,Mailed check,15.0,142.19,,13-12-2022,No
CUST-1706,FEMALE,0,,No,14.0,No,No phone service,DSL,Month-to-month,Yes,Credit card,77.85,1092.74,Hyderabad,07-11-2021,0
CUST-1467,,0,Yes,No,19.0,Yes,Yes,DSL,month-to-month,Yes,Credit card,74.18,1390.52,bengaluru,19-07-2020,No
CUST-1755,Male,nan,No,N,5.0,No,,Fiber optic,Month-to-month,YES,Electronic check,77.76,369.32,bengaluru,13-02-2022,Yes
CUST-1151, Male,0,NO,No,47.0,Yes,No,Fiber optic,Two year,Yes, Electronic check,39.27,1883.51,Chennai,28-10-2018,No
CUST-1980,,1,,Yes,23.0,No,No phone service,No,One year,YES,Mailed check,66.7,1514.28,Mumbai,07-05-2023,Yes
CUST-1330,FEMALE,nan,yes,Yes,41.0,Yes,No,dsl,One year,Yes,Credit card,25.25,987.07,,20-10-2019,1
CUST-1273,male,1,No,No,48.0,Yes,No,No,month-to-month,Yes, Electronic check,94.03,4438.95,bengaluru,29-06-2019,0
CUST-1680,Male,0,Yes,Yes,42.0,Yes,No phone service,DSL,One year,Yes,Electronic check,38.86,1676.8,Hyderabad,17-09-2021,Yes
CUST-1384,Female,0,Yes,Yes,70.0,Yes,No,No,Month-to-month,Yes,Mailed check,34.2,2494.64,Delhi,05-02-2020,Yes
CUST-1831,Female,0,Yes,No,1.0,Yes,No,No,One year,Yes,Electronic check,53.63,50.81,bengaluru,14-07-2022,No
CUST-1451, Male,1,No,No,45.0,Yes,No,,Month-to-month,No,Bank transfer,62.46,2676.18,Bengaluru,17-06-2020,Yes
CUST-1365,Female,0,No,No,62.0,No,Yes,No,,YES,Mailed check,66.74,4025.64,Mumbai,29-12-2019,No
CUST-1281,Male,0,Yes,N,3.0,yes,Yes,DSL,One year,no,Mailed check,63.39,205.62,,14-07-2019,NO
CUST-1984,Male,0,Yes,N,34.0,Yes,No,,Month-to-month,Yes,Mailed check,52.95,1795.61,Mumbai,15-05-2023,No
CUST-1913,,1,yes,Yes,33.0,Yes,No phone service,,One year,no,,92.79,2785.23,,25-12-2022,No
CUST-1411,male,0,NO,N,23.0,Yes,No,No,Month-to-month,Yes,Credit card,107.37,2462.96,Mumbai,30-03-2020,No
CUST-1748,FEMALE,1,,No,69.0,Yes,No,No,One year,No,Credit card,21.74,1442.82,Delhi,30-01-2022,No
CUST-1631,FEMALE,0,No,No,14.0,yes,No phone service,No,Month-to-month,YES,Mailed check,81.45,1103.93,Bengaluru,11-06-2021,No
CUST-1810,Male,0,Yes,No,70.0,No,,DSL,One year,Yes,Credit card,66.19,4760.69,Delhi,03-06-2022,0
CUST-1585,male,0,yes,Yes,53.0,Yes,No,DSL,month-to-month,Yes,Electronic check,73.93,3743.14,MUMBAI,11-03-2021,yes
CUST-1994, Male,nan,yes,N,72.0,No,No phone service,DSL,,No,Bank transfer,99.17,8007.89,Mumbai,04-06-2023,No
CUST-1149,Male,nan,Yes,N,36.0,No,Yes,,Two year,Yes,Electronic check,15.0,507.56,,24-10-2018,0
CUST-1132,male,0,NO,,43.0,Yes,Yes,Fiber optic,Month-to-month,Yes,,123.18,5196.79,MUMBAI,21-09-2018,No
CUST-1207,male,0,Yes,N,33.0,No,,No,month-to-month,No,Electronic check,95.32,3439.27,bengaluru,17-02-2019,No
CUST-1577,male,1,No,,62.0,Yes,No phone service,Fiber optic,One year,no,Mailed check,57.68,3598.52,Chennai,23-02-2021,No
CUST-1218, Male,0,Yes,No,9.0,Yes,No phone service,Fiber optic,Two year,Yes,Electronic check,67.73,632.36,Hyderabad,11-03-2019,No
CUST-1239,Male,1,NO,No,17.0,Yes,Yes,DSL,month-to-month,No,,52.37,959.03,Hyderabad,22-04-2019,0
CUST-1632,Male,0,No,No,,No,No,,month-to-month,Yes,Mailed check,42.14,0.0,Bengaluru,13-06-2021,0
CUST-1355,Female,0,yes,Yes,5.0,Yes,,Fiber optic,,Yes,Bank transfer,104.41,551.1,Bengaluru,09-12-2019,Yes
CUST-1881,male,1,Yes,Yes,64.0,No,Yes,Fiber optic,Month-to-month,Yes,Credit card,22.8,1476.14,Mumbai,22-10-2022,NO
CUST-1192,Male,0,No,N,72.0,No,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,73.62,5730.72,Mumbai,18-01-2019,No
CUST-1280,Male,1,No,N,67.0,Yes,No,DSL,month-to-month,no,Electronic check,92.32,5929.28,Hyderabad,12-07-2019,No
CUST-1191,Male,0,NO,Yes,26.0,Yes,No,,One year,No,Credit card,85.41,2212.17,Hyderabad,16-01-2019,Yes
CUST-1518,Male,nan,Yes,Y,32.0,yes,No phone service,Fiber optic,Two year,No,Credit card,19.92,634.66,Chennai,29-10-2020,No
CUST-2074, Male,1,yes,No,64.0,No,No,Fiber optic,Month-to-month,no, Electronic check,43.39,2884.98,Chennai,11-11-2023,yes
CUST-1793,Male,0,No,Yes,13.0,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,32.04,407.94,Bengaluru,30-04-2022,No
CUST-1620,FEMALE,0,Yes,Yes,34.0,Yes,Yes,fiber optic,One year,Yes,Credit card,70.52,2298.35,Hyderabad,20-05-2021,No
CUST-1528,FEMALE,0,No,,31.0,Yes,,DSL,,Yes,,101.88,3036.94,Hyderabad,18-11-2020,No
CUST-1817,Female,0,Yes,N,31.0,No,No,DSL,Two year,No, Electronic check,42.87,1241.33,Chennai,17-06-2022,yes
CUST-2059,FEMALE,0,Yes,Y,20.0,Yes,No phone service,DSL,One year,Yes,Credit card,85.22,1614.33,bengaluru,12-10-2023,No
CUST-1887,Male,0,No,Yes,31.0,Yes,,Fiber optic,Month-to-month,Yes,,101.07,3130.59,Mumbai,03-11-2022,No
CUST-1323,Female,1,yes,N,17.0,Yes,Yes,No,Month-to-month,No,,119.21,2037.5,Bengaluru,06-10-2019,No
CUST-1900,Female,1,,Yes,2.0,Yes,No,,Two year,YES,Electronic check,50.2,99.81,bengaluru,29-11-2022,Yes
CUST-1895, Male,0,Yes,No,47.0,Yes,,No,Month-to-month,YES,Electronic check,68.31,3157.11,,19-11-2022,No
CUST-1964,,1,yes,Y,-3.0,Yes,,Fiber optic,Month-to-month,Yes,Credit card,66.6,-209.19,Delhi,05-04-2023,No
CUST-1437,Female,0,Yes,Y,32.0,Yes,Yes,DSL,Two year,No,Mailed check,62.5,1894.78,Delhi,20-05-2020,No
CUST-1679,Female,0,Yes,Y,46.0,No,No,Fiber optic,Month-to-month,no,Bank transfer,88.45,4074.51,Bengaluru,15-09-2021,NO
CUST-1739,Female,0,Yes,N,51.0,yes,No,DSL,One year,Yes,Electronic check,59.89,3085.83,Hyderabad,12-01-2022,1
CUST-1156,Female,0,No,,47.0,Yes,Yes,dsl,Month-to-month,No,Credit card,79.26,3688.6,Mumbai,07-11-2018,No
CUST-1002, Male,0,NO,No,56.0,no,No,DSL,Month-to-month,Yes,,15.0,795.5,MUMBAI,04-01-2018,No
CUST-1229,Male,0,NO,No,8.0,Yes,No,dsl,One year,No,Mailed check,85.61,704.72,Mumbai,02-04-2019,No
CUST-1976,Female,nan,NO,No,61.0,No,Yes,DSL,Two year,Yes,Bank transfer,68.37,3801.14,Delhi,29-04-2023,Yes
CUST-2080,Male,0,yes,No,29.0,No,No phone service,,Two year,Yes,Mailed check,53.95,1553.75,Hyderabad,23-11-2023,yes
CUST-2014,Female,0,Yes,Yes,37.0,No,No,DSL,Two year,no,Bank transfer,70.22,2645.36,Bengaluru,14-07-2023,Yes
CUST-2032,Female,nan,No,Yes,27.0,No,Yes,Fiber optic,Two year,Yes,Electronic check,31.8,835.13,,19-08-2023,Yes
CUST-1371,Male,0,No,No,,Yes,No phone service,Fiber optic,One year,No,Credit card,81.01,0.0,Bengaluru,10-01-2020,No
CUST-1180, Male,1,NO,No,72.0,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,109.56,7755.05,Delhi,25-12-2018,NO
CUST-1700,Male,0,No,Y,67.0,Yes,No,Fiber optic,Month-to-month,No,,63.5,4424.83,Bengaluru,26-10-2021,yes
CUST-1667,,0,No,Yes,17.0,Yes,,Fiber optic,,No,Credit card,57.7,1079.7,Chennai,22-08-2021,Yes
CUST-1898,Male,1,Yes,Yes,54.0,No,No,DSL,Two year,Yes,Mailed check,52.34,2857.47,Delhi,25-11-2022,No
CUST-1571, Male,0,NO,Yes,25.0,Yes,,DSL,,Yes,Electronic check,123.96,3267.02,Bengaluru,11-02-2021,yes
CUST-1681,Male,0,Yes,No,15.0,yes,No,DSL,Month-to-month,no, Electronic check,25.87,419.61,Bengaluru,19-09-2021,No
CUST-1783,male,0,yes,No,1.0,No,No,DSL,Month-to-month,Yes,Electronic check,63.94,70.35,bengaluru,10-04-2022,NO
CUST-1842,Female,1,NO,Yes,32.0,No,No,,Month-to-month,Yes,Credit card,28.64,852.59,Hyderabad,05-08-2022,No
CUST-1779, Male,0,NO,No,49.0,Yes,No,fiber optic,Two year,no,Electronic check,67.49,3249.88,Chennai,02-04-2022,yes
CUST-1037,Female,1,No,N,0.0,No,No,DSL,,Yes,Bank transfer,83.33,0.0,Bengaluru,15-03-2018,No
CUST-1353,male,nan,,Yes,59.0,Yes,No,DSL,Month-to-month,No,Credit card,87.81,5181.49,Bengaluru,05-12-2019,No
CUST-1941, Male,0,Yes,N,31.0,yes,Yes,No,Two year,Yes,Electronic check,54.62,1701.28,Bengaluru,19-02-2023,yes
CUST-1236,Female,0,No,Yes,45.0,Yes,No phone service,Fiber optic,,no,Electronic check,46.81,2264.18,Bengaluru,16-04-2019,Yes
CUST-1993,Male,0,yes,No,16.0,No,,Fiber optic,,Yes, Electronic check,75.61,1213.98,bengaluru,02-06-2023,Yes
CUST-1499,Female,0,NO,No,33.0,no,Yes,dsl,Month-to-month,YES,Electronic check,107.79,3745.1,Bengaluru,21-09-2020,No
CUST-1055,FEMALE,0,No,No,10.0,Yes,Yes,Fiber optic,One year,no,Mailed check,95.32,928.98,Mumbai,20-04-2018,0
CUST-1302,Female,nan,,No,34.0,Yes,,DSL,One year,Yes,Electronic check,67.28,2511.51,Delhi,25-08-2019,No
CUST-1286,Male,0,NO,No,49.0,yes,,Fiber optic,month-to-month,no,Mailed check,47.63,2187.88,MUMBAI,24-07-2019,No
CUST-1219,Female,1,,N,23.0,Yes,Yes,DSL,Month-to-month,no,Bank transfer,34.37,781.86,Chennai,13-03-2019,No
CUST-1387,,0,Yes,,14.0,No,No,Fiber optic,Month-to-month,No,Electronic check,20.79,301.96,Chennai,11-02-2020,No
CUST-1650,Female,0,No,No,56.0,Yes,Yes,DSL,Month-to-month,YES, Electronic check,65.55,3562.37,Chennai,19-07-2021,No
CUST-1390,male,0,NO,Yes,9.0,Yes,No phone service,,Two year,Yes,Electronic check,80.81,741.9,Bengaluru,17-02-2020,1
CUST-1352,male,1,yes,No,22.0,yes,No phone service,DSL,One year,No,Electronic check,58.43,1247.28,MUMBAI,03-12-2019,NO
CUST-1193,FEMALE,0,Yes,No,34.0,No,Yes,Fiber optic,month-to-month,Yes,Mailed check,101.66,3336.19,Delhi,20-01-2019,No
CUST-1235,FEMALE,1,,N,21.0,No,No,DSL,Month-to-month,No,Electronic check,78.34,1624.47,Chennai,14-04-2019,No
CUST-1870,FEMALE,0,Yes,,49.0,No,Yes,No,One year,YES,Bank transfer,78.76,4222.11,Bengaluru,30-09-2022,No
CUST-1480,Female,1,NO,Yes,39.0,No,No,fiber optic,Two year,Yes,Bank transfer,56.44,2374.42,,14-08-2020,No
CUST-1116,FEMALE,0,Yes,No,22.0,Yes,No,dsl,One year,No, Electronic check,63.77,1431.9,Delhi,20-08-2018,No
CUST-1843,Female,0,No,No,20.0,No,,No,Two year,Yes,,68.75,1412.75,Bengaluru,07-08-2022,No
CUST-2035,male,0,Yes,Yes,48.0,yes,Yes,fiber optic,Month-to-month,Yes,Electronic check,73.6,3352.27,Delhi,25-08-2023,No
CUST-1674,male,0,Yes,Yes,,Yes,Yes,No,Month-to-month,YES,Electronic check,87.11,0.0,Delhi,05-09-2021,0
CUST-2029,Female,0,No,,23.0,Yes,No phone service,DSL,,no,Mailed check,78.24,1788.2,Chennai,13-08-2023,NO
CUST-1120,male,0,Yes,N,53.0,Yes,No,DSL,Month-to-month,No,Mailed check,87.05,5000.8,Mumbai,28-08-2018,0
CUST-1722,Male,0,Yes,No,62.0,Yes,No,Fiber optic,Two year,YES,Credit card,49.22,2883.53,,09-12-2021,yes
CUST-1960,Female,nan,,,,Yes,No,DSL,One year,No,Credit card,101.79,0.0,bengaluru,29-03-2023,No
CUST-1682,Male,0,No,No,1.0,No,No phone service,No,,Yes,Credit card,56.33,56.85,Chennai,21-09-2021,No
CUST-1062,male,1,No,No,58.0,Yes,,fiber optic,Month-to-month,Yes,Bank transfer,41.01,2489.36,Mumbai,04-05-2018,No
CUST-1590, Male,0,NO,Yes,27.0,no,No,DSL,month-to-month,No,Electronic check,58.27,1475.05,bengaluru,21-03-2021,yes
CUST-1453,Male,1,yes,N,62.0,Yes,No phone service,Fiber optic,Two year,no, Electronic check,94.54,6236.07,Hyderabad,21-06-2020,No
CUST-1515,Male,0,Yes,No,7.0,No,Yes,Fiber optic,Month-to-month,Yes,Electronic check,62.18,401.45,Mumbai,23-10-2020,No
CUST-1570,Female,0,Yes,No,24.0,Yes,No,DSL,month-to-month,No,Electronic check,67.03,1658.72,MUMBAI,09-02-2021,Yes
CUST-1223,,0,Yes,No,37.0,Yes,No phone service,DSL,month-to-month,Yes,Credit card,93.27,3463.62,Hyderabad,21-03-2019,Yes
CUST-1221,Female,0,Yes,N,42.0,no,No phone service,No,Month-to-month,No,Bank transfer,106.66,4406.85,Delhi,17-03-2019,No
CUST-1703, Male,0,,Yes,38.0,yes,No phone service,No,Month-to-month,No,Mailed check,64.46,2404.78,,01-11-2021,Yes
CUST-1465,male,0,NO,N,23.0,No,Yes,DSL,One year,No,,71.32,1797.37,Hyderabad,15-07-2020,Yes
CUST-1052,FEMALE,0,No,Yes,39.0,yes,Yes,Fiber optic,One year,No,Bank transfer,46.55,1728.77,Delhi,14-04-2018,Yes
CUST-2022,,0,NO,No,15.0,No,No,No,Month-to-month,No, Electronic check,44.47,673.93,MUMBAI,30-07-2023,No
CUST-1485,Female,nan,yes,,34.0,Yes,No,DSL,,YES, Electronic check,56.7,1839.66,Mumbai,24-08-2020,NO
CUST-2069,Female,0,Yes,No,46.0,Yes,No phone service,DSL,Month-to-month,YES,Mailed check,76.15,3535.71,Mumbai,01-11-2023,Yes
CUST-1805,Male,1,NO,Yes,3.0,No,No,,One year,Yes,Mailed check,79.83,237.15,MUMBAI,24-05-2022,Yes
CUST-1155,male,1,NO,N,17.0,No,Yes,Fiber optic,Month-to-month,no,Credit card,60.31,1070.29,Delhi,05-11-2018,NO
CUST-2083, Male,0,Yes,No,3.0,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer,83.95,247.79,Mumbai,29-11-2023,No
CUST-2002,Male,1,,,46.0,no,Yes,No,One year,Yes,Electronic check,54.84,2468.74,Chennai,20-06-2023,No
CUST-1248,Female,1,No,Yes,29.0,No,No phone service,DSL,Two year,No,Electronic check,70.28,2070.59,bengaluru,10-05-2019,No
CUST-1441,Male,0,NO,Yes,15.0,yes,Yes,,Month-to-month,No, Electronic check,95.72,1388.67,Hyderabad,28-05-2020,No
CUST-1869,Male,0,No,No,24.0,yes,No,No,,Yes,Electronic check,36.39,920.5,Chennai,28-09-2022,yes
CUST-2026,,0,yes,Yes,66.0,Yes,No,No,Month-to-month,Yes,Bank transfer,15.0,1097.18,Mumbai,07-08-2023,0
CUST-1542,FEMALE,0,Yes,Y,32.0,no,Yes,No,Month-to-month,YES,Bank transfer,17.59,586.96,,16-12-2020,No
CUST-1117,FEMALE,0,NO,N,3.0,No,Yes,Fiber optic,month-to-month,Yes,Credit card,99.98,312.92,Chennai,22-08-2018,No
CUST-1626,FEMALE,0,No,No,,Yes,No,No,Two year,Yes,Electronic check,66.77,0.0,Chennai,01-06-2021,yes
CUST-1807,Male,0,Yes,Y,33.0,Yes,Yes,dsl,Month-to-month,No,Bank transfer,67.32,2264.38,Bengaluru,28-05-2022,Yes
CUST-1291,Male,1,No,No,20.0,No,No phone service,DSL,Month-to-month,No,Mailed check,83.51,1598.41,Bengaluru,03-08-2019,yes
CUST-2079,Female,nan,Yes,Yes,13.0,yes,No,,Month-to-month,YES,Mailed check,52.84,692.54,Mumbai,21-11-2023,Yes
CUST-1381, Male,0,NO,Yes,17.0,No,No phone service,No,Two year,No,Electronic check,58.04,921.95,,30-01-2020,No
CUST-1718,male,0,Yes,Yes,66.0,No,No phone service,,Month-to-month,No,Electronic check,59.29,4052.15,Bengaluru,01-12-2021,No
CUST-1200,FEMALE,0,No,No,32.0,Yes,No,Fiber optic,,Yes,Credit card,76.7,2664.92,Chennai,03-02-2019,No
